"","Ctr_1","Ctr_2","Ctr_3","Ctr_4","Ctr_5","PAMP_1","PAMP_2","PAMP_3","PAMP_4","PAMP_5","PAMP_6"
"CCR12P",0,0,0,5,5,14,36,34,17,10,16
"LINC01232",5,0,13,1,1,30,0,14,8,4,5
"RNA5SP39",5,0,0,4,0,1,11,1,6,4,8
"COL4A2-AS2",26,52,56,17,95,6,2,2,0,0,0
"ANKRD10-IT1",9,31,7,42,12,71,18,32,35,22,26
"GAS6-AS1",41,76,37,38,51,183,147,183,130,171,95
"RPPH1",110,110,106,82,155,130,111,112,52,74,92
"LINC00641",139,53,63,110,112,319,169,203,87,142,199
"PRMT5-AS1",724,484,493,457,652,981,566,895,451,546,653
"DHRS4-AS1",47,29,37,7,33,50,9,54,17,35,46
"RNA5SP383",0,57,0,1,154,281,86,0,50,28,3
"ARHGAP5-AS1",80,29,22,43,39,5,0,5,7,1,5
"RNU6-8",44,86,27,27,26,49,69,60,40,73,97
"RNU1-27P",58,59,32,48,68,69,88,108,30,80,88
"RPL32P29",17,30,26,19,21,34,33,32,23,13,34
"RN7SL1",1416,1296,1110,810,1421,1615,1363,1669,967,1226,1247
"RN7SL2",1708,1613,1380,1082,1874,1751,1623,1790,1141,1137,1378
"LINC01588",135,134,167,94,89,593,486,948,421,482,501
"CHMP4BP1",2,13,0,0,0,2,4,12,0,11,21
"LINC00520",151,48,136,36,77,430,137,169,163,152,159
"PSMA3-AS1",1418,722,829,898,809,1130,718,928,493,704,805
"LINC00216",14,20,21,31,16,22,14,34,5,10,19
"HNRNPCP1",42,49,50,23,33,21,10,30,19,14,14
"RBM8B",35,90,59,52,56,83,52,34,6,69,58
"GNRHR2P1",70,93,42,112,113,50,22,93,10,62,34
"HIF1A-AS1",20,5,0,21,23,614,155,724,211,372,388
"TEX21P",0,0,24,5,54,86,0,219,1,148,1
"YBX1P1",108,133,105,71,69,136,74,93,57,100,93
"HMGN1P3",1,0,0,6,9,11,0,6,0,3,2
"RPL7AP6",35,39,31,31,23,19,23,23,7,22,26
"LINC01220",8,0,3,0,1,0,0,0,1,2,5
"CAP2P1",0,10,11,3,0,0,0,21,2,9,0
"RN7SKP255",19,9,10,10,5,8,25,12,22,7,10
"SNHG10",24,28,9,31,23,20,0,67,1,29,23
"TCL6",35,7,10,0,9,0,0,7,2,6,9
"RPL3P4",21,19,11,31,12,8,6,20,9,7,9
"NDUFB4P11",0,0,0,0,0,0,17,17,9,26,0
"HERC2P3",173,209,197,96,164,182,164,175,114,134,152
"HERC2P2",650,717,359,243,501,608,324,515,360,510,707
"WHAMMP3",27,31,15,24,4,81,14,56,39,61,61
"HERC2P7",0,0,3,3,10,15,0,0,6,7,5
"SNHG14",101,82,97,77,116,132,82,91,39,63,76
"HERC2P9",225,172,176,156,139,261,128,294,90,197,226
"WHAMMP2",16,23,13,20,14,13,14,21,5,24,13
"PDCD6IPP2",12,16,10,19,19,56,17,30,13,15,39
"HMGN2P5",262,182,100,173,144,158,58,92,80,73,119
"HERC2P10",24,30,6,53,60,167,0,49,4,82,0
"RNU6-18P",0,5,2,4,2,7,0,7,1,9,4
"HNRNPLP2",46,18,0,15,20,25,11,4,6,29,30
"INAFM2",133,100,55,54,27,1,0,0,6,6,11
"RAD51-AS1",76,14,11,33,62,71,29,45,26,30,49
"OIP5-AS1",336,297,318,330,234,224,241,279,114,159,221
"CATSPER2P1",161,162,148,122,107,300,236,469,291,256,206
"MIR1282",2423,1783,1567,1313,1621,1653,1060,1289,900,1193,1149
"SORD2P",106,145,18,0,19,344,97,361,442,1871,1077
"HMGN2P46",18,5,6,6,10,109,103,140,54,129,98
"SNORD11",9,0,1,3,7,0,0,0,1,3,3
"GABPB1-AS1",189,209,223,235,274,232,134,157,104,81,79
"LINC00926",567,221,382,397,571,479,334,429,196,177,307
"RPS3AP6",101,130,61,97,65,85,61,57,37,92,56
"RORA-AS1",8,1,1,8,5,7,0,0,0,2,5
"USP3-AS1",292,207,159,171,197,73,83,64,62,44,81
"RNU5A-1",5,0,8,2,3,14,8,5,4,7,10
"RNU5B-1",0,6,4,0,14,13,6,0,6,1,5
"SNORD18C",0,0,19,3,6,0,0,0,0,13,7
"HEXA-AS1",0,35,2,13,1,0,0,0,7,2,1
"ADPGK-AS1",374,211,227,204,161,172,185,194,159,166,141
"NPTN-IT1",27,7,20,7,5,56,7,21,17,36,9
"RPL36AP45",3,12,10,8,5,20,8,12,0,17,11
"ST20-AS1",90,22,1,33,42,36,35,89,30,81,69
"UBE2Q2P2",28,28,8,37,20,26,50,106,18,72,56
"CSPG4P10",73,98,50,60,42,103,74,75,46,81,126
"GOLGA2P10",79,108,52,64,43,112,81,86,47,118,129
"GOLGA6L17P",11,27,10,15,14,61,48,42,16,73,36
"SNHG21",38,44,19,40,44,46,43,25,21,22,48
"GOLGA2P7",16,20,12,22,31,79,76,81,37,50,64
"GOLGA6L5P",59,75,84,66,55,442,363,498,233,248,346
"UBE2Q2P1",26,9,40,19,22,160,147,282,97,73,93
"LINC00933",0,0,0,0,0,25,22,50,29,28,16
"SCAND2P",386,237,140,156,230,262,143,244,176,219,236
"EGLN1P1",12,17,10,25,5,23,4,18,8,5,14
"GOLGA6L3",0,3,5,0,0,0,20,22,7,0,31
"MIR9-3HG",18,16,0,0,6,0,0,14,0,27,36
"CRTC3-AS1",1,72,57,2,56,75,0,140,1,95,2
"PRC1-AS1",31,0,45,5,18,40,57,30,12,28,24
"HSP90B2P",6,24,0,15,5,8,8,25,8,18,30
"HNRNPA1P62",11,1,27,9,0,373,212,25,10,75,59
"RNU6-322P",20,0,6,1,19,18,12,7,15,4,2
"PRKXP1",56,0,0,0,39,7,6,6,0,5,25
"DNM1P47",7,1,20,8,16,35,22,13,9,13,5
"WASH3P",162,176,128,116,200,215,146,192,88,129,183
"MIR6859-3",3,9,5,0,17,4,19,2,5,0,16
"WASH4P",221,0,138,10,1,142,0,232,3,38,27
"MIR6859-4",46,0,10,2,0,0,0,0,1,4,8
"LINC00235",0,0,0,0,29,0,35,39,5,2,8
"SNHG19",8,8,1,1,16,0,8,23,6,13,14
"PDPK2P",88,81,84,64,28,66,14,50,19,43,47
"SRRM2-AS1",19,15,4,7,16,10,2,16,3,20,11
"PRSS30P",393,200,19,1,179,19,0,0,0,0,29
"MMP25-AS1",312,346,296,379,412,740,774,858,256,525,764
"ZNF213-AS1",30,25,9,22,59,70,7,20,25,7,26
"LINC01569",19,11,35,20,8,20,74,21,23,5,24
"MIR193BHG",0,0,4,1,0,13,38,108,45,23,10
"NPIPP1",43,33,3,30,48,39,0,49,4,26,39
"PKD1P6",64,44,35,24,43,59,40,28,23,51,37
"PKD1P1",299,270,141,210,191,140,135,124,81,125,176
"PKD1P5",50,49,26,24,62,36,36,46,14,63,41
"CRYM-AS1",28,12,11,14,21,21,24,19,12,25,14
"SNX29P1",37,45,40,39,27,52,14,35,8,40,28
"SMG1P3",128,148,170,102,133,306,201,375,186,149,216
"SLC7A5P2",13,40,33,37,19,82,30,72,56,18,23
"RRN3P1",369,233,78,198,214,68,34,24,36,50,49
"SMG1P4",144,121,112,90,189,189,182,287,93,152,190
"RRN3P3",122,43,26,53,73,78,81,62,40,85,82
"SMG1P1",150,168,76,201,188,374,159,370,136,236,220
"RN7SKP23",55,53,88,0,0,200,0,0,1,85,20
"HMGN2P3",124,77,43,52,118,62,47,25,27,50,38
"IL21R-AS1",1,0,18,5,13,38,56,84,28,26,31
"RRN3P2",87,49,33,36,48,7,17,8,15,19,5
"SNX29P2",74,83,92,95,98,65,100,72,57,23,47
"SMG1P6",45,19,25,23,23,16,25,33,26,22,11
"SLX1B-SULT1A4",272,260,175,152,143,72,81,60,36,88,105
"SMG1P2",42,51,39,95,20,145,27,131,64,46,62
"SLC7A5P1",4,9,3,6,10,14,6,5,0,7,9
"SLX1A-SULT1A3",166,42,60,50,52,51,31,18,7,59,43
"SMG1P5",130,43,76,38,89,99,75,126,45,101,74
"MIR762HG",34,15,21,17,18,23,49,49,15,19,56
"FBXL19-AS1",39,10,9,39,40,30,6,20,6,15,6
"PYCARD-AS1",48,73,14,42,145,4,0,0,0,0,1
"CLUHP3",10,10,14,0,44,18,1,56,0,28,22
"BCLAF1P2",241,184,187,159,136,287,267,226,175,218,212
"RAB43P1",20,0,7,9,1,17,0,9,3,2,13
"ITFG1-AS1",9,8,7,11,1,3,8,15,3,13,11
"CES1P1",131,153,215,92,171,1402,612,812,316,590,654
"PDXDC2P",279,157,145,147,194,140,118,142,75,136,106
"SMG1P7",16,42,40,22,10,10,16,44,33,16,7
"VAC14-AS1",43,29,22,45,22,237,163,363,155,218,174
"LINC00917",0,0,0,0,0,446,159,120,171,254,83
"FENDRR",4,0,0,0,0,9,0,15,33,9,10
"SNAI3-AS1",61,69,51,38,59,30,32,13,30,15,10
"VPS9D1-AS1",104,46,54,59,47,34,17,55,26,44,13
"AFG3L1P",507,298,325,285,287,609,407,679,354,400,557
"URAHP",0,4,6,0,3,47,31,31,20,26,28
"FAM157C",8,5,35,0,14,0,23,0,2,0,5
"RPS4XP17",6,41,0,16,0,0,4,0,7,4,0
"PITPNA-AS1",78,0,9,1,52,0,50,0,0,19,4
"MIR22HG",1827,919,756,924,1289,2691,1712,2033,1352,1862,1803
"HNRNPA1P16",88,36,2,105,8,79,0,41,21,28,23
"ALOX12-AS1",94,41,58,63,61,80,58,101,38,40,77
"MIR497HG",176,84,61,61,109,215,146,140,107,160,192
"SNORD10",37,17,27,9,18,28,0,17,20,2,6
"SNORD118",25,33,77,34,43,60,81,107,40,49,31
"LINC00324",12,42,49,4,16,6,0,8,7,3,0
"SNORD49B",31,14,5,40,8,16,0,17,4,8,8
"SNORD49A",8,5,0,6,7,0,3,7,0,7,7
"UPF3AP1",3,23,7,12,4,5,8,5,0,4,18
"USP32P1",5,0,3,13,3,241,553,345,147,102,107
"RPL13P12",28,10,0,27,21,19,8,23,14,38,12
"KRT16P1",2,0,0,0,0,42,34,62,37,33,30
"USP32P2",180,104,113,99,172,786,514,821,359,554,536
"CCDC144B",270,240,202,189,152,530,408,648,308,445,549
"FOXO3B",41,18,35,47,31,114,44,107,50,43,34
"SNORD3B-1",7,41,7,24,33,37,54,49,6,48,87
"SNORD3B-2",4,14,4,11,11,8,22,4,7,23,0
"SNORD3D",35,40,60,41,22,26,59,59,33,18,37
"SNORD3A",1375,1616,1724,767,1579,1625,1971,2078,1240,1191,1503
"SNORD3C",92,86,62,56,109,97,89,76,57,72,62
"RPS2P46",21,9,13,21,8,17,30,10,6,8,24
"KCTD9P1",2,4,0,13,0,9,6,34,11,20,13
"CCDC144CP",35,55,35,9,35,91,30,33,60,35,54
"UPF3AP2",9,16,26,8,6,10,21,13,8,10,10
"USP32P3",29,18,41,22,75,570,756,846,198,307,299
"SRP68P3",0,7,0,0,0,0,0,0,3,7,2
"CCDC144NL-AS1",474,254,330,152,199,194,74,219,83,160,168
"UBBP4",1,15,0,11,20,25,45,16,19,0,35
"RPS7P1",37,32,21,27,29,38,47,28,16,52,25
"SPAG5-AS1",1460,1173,813,882,739,599,577,572,507,575,545
"SNORD4A",43,32,30,60,20,46,9,48,27,18,15
"TWF1P1",20,0,0,0,0,167,50,155,277,382,5
"MIR3184",67,52,0,35,93,35,142,36,42,109,46
"SMURF2P1",75,39,26,76,59,116,36,102,47,56,48
